"Code","Description","Parent"
"0392","úprava terénu","039"
"04","Inženýrská činnost","0"
"041","dozory","04"
"0411","autorský dozor projektanta","041"
"0412","technický dozor investora","041"
"0413","státní stavební dozor","041"
"0414","koordinátor BOZP na staveništi","041"
"0419","dozor jiné osoby","041"
"042","posudky","04"
"0421","průkaz energetické náročnosti budovy","042"
"0422","energetický štítek obálky budovy","042"
"0423","tepelný audit budovy","042"
"0424","vliv stavby na životní prostředí","042"
"0425","plán BOZP na staveništi","042"
"0426","plán zkoušek","042"
"0429","ostatní","042"
"043","zkoušky a ostatní měření","04"
"0431","zkoušky","043"
"04311","tlakové","0431"
"04312","rentgenové","0431"
"04313","zatěžovací","0431"
"04319","ostatní","0431"
"0432","měření","043"
"044","revize","04"
"045","kompletační činnost a koordinační činnost","04"
"0451","náklady na soutěž","045"
"0452","kompletační činnost","045"
"0453","koordinační činnost","045"
"049","ostatní inženýrská činnost","04"
"0491","náklady vzniklé v souvislosti s realizací stavby","049"
"0492","náklady stanovené zvláštními předpisy","049"
"05","Finanční náklady","0"
"051","pojistné","05"
"0511","pojištění proti vlivu vyšší moci","051"
"0512","pojištění proti chybám v projektové dokumentaci","051"
"0513","pojištění proti zpoždění","051"
"052","finanční rezerva","05"
"0521","rezerva investora","052"
"0522","rezerva dodavatele","052"
"053","poplatky","05"
"0531","místní poplatky","053"
"0532","úhrady za užití průmyslových práv","053"
"054","záruka, reklamace","05"
"055","záloha","05"
"056","bankovní záruka","05"
"057","kauce, zádržné","05"
"058","pokuty","05"
"0581","smluvní pokuty","058"
"0582","ostatní pokuty","058"
"059","ostatní finance","05"
"06","Územní vlivy","0"
"061","vliv klimatických podmínek","06"
"062","ztížené dopravní podmínky","06"
"0621","překládání nákladu na jiný rozchod kolejí","062"
"0622","odlehčení vagonů nebo aut","062"
"0623","použití nezvyklých dopravních prostředků","062"
"063","práce na těžce přístupných místech","06"
"0631","práce v podzemí","063"
"0632","potápěčské práce","063"
"06321","prováděné pod hladinou","0632"
"06322","prováděné nad hladinou","0632"
"0633","práce ve výškách, hloubkách","063"
"0634","práce bez pevné pracovní podlahy","063"
"0635","práce ve stísněném prostoru","063"
"064","práce ve zdraví škodlivém prostředí","06"
"0641","práce ve škodlivém prostředí","064"
"0642","práce se škodlivými materiály","064"
"065","mimostaveništní doprava materiálů a výrobků","06"
"07","Provozní vlivy","0"
"071","provoz investora, případně třetích osob","07"
"0711","provoz investora","071"
"0712","provoz dalšího subjektu","071"
"072","silniční provoz","07"
"073","ztížený pohyb vozidel v centrech měst","07"
"074","železniční provoz, městský kolejový provoz","07"
"075","ochranná pásma","07"
"0751","elektrického vedení","075"
"0752","vodárenská","075"
"0753","přírodních hodnot","075"
"0754","protipožární","075"
"0755","památková","075"
"0756","jiná","075"
"079","ostatní","07"
"08","Další náklady na pracovníky","0"
"081","doprava zaměstnanců na staveniště","08"
"0811","denní doprava pracovníků na pracoviště","081"
"0812","návštěva domova","081"
"082","stravné, nocležné","08"
"0821","stravné","082"
"0822","nocležné","082"
"083","pracovní pohotovost","08"
"09","Ostatní náklady","0"
"091","související s objektem","09"
"0911","stroje a zařízení nevyžadující montáž","091"
"0912","zabezpečovací práce související se zastavením stavby","091"
"0913","umělecká díla nepřenosná","091"
"0914","práce na památkovém objektu","091"
"0915","náklady související s publikační činností","091"
"0916","předzásobení náhradními prvky","091"
"0917","náklady na údržbu stavby","091"
"092","související s provozem","09"
"0921","náklady na zkušební provoz","092"
"093","havárie, živelné pohromy","09"
"0931","odstraňování následků havárií, živelných pohrom","093"
